TE,mean_UK,fdr_uk,mean_France,fdr_f,mean_Belgium,fdr_b,mean_spain,fdr_spain,mean_slope,fdr_time
rnd.6_family.2615,74.5,0.121260101,108.3,0.042639501,86.35087719,0.7108875,175.8695652,1.47E-16,0.026211549,0.063476412
rnd.6_family.262,68,0.247519076,90.56666667,0.094054246,74.10526316,0.649100635,153.8695652,5.20E-15,0.040861523,0.014308386
rnd.6_family.26225,177.6666667,0.13361773,200.4,0.057267108,190.9649123,0.935021767,218.7826087,3.24E-13,0.008517525,0.563755234
rnd.6_family.2629,79.83333333,0.122946824,108.8666667,0.040310657,93.29824561,0.833190687,154.4782609,4.35E-15,0.025513052,0.060698398
rnd.6_family.263,238,0.311365172,281.6666667,0.031679095,258.0175439,0.868812931,340.6521739,8.53E-16,0.029298308,0.037670235
rnd.6_family.264,43,0.258865312,50.6,0.080037911,45.87719298,0.66067853,65,1.62E-17,0.026227072,0.051700421
rnd.6_family.2648,88.16666667,0.163294358,139.3666667,0.040310657,105.4385965,0.660151138,231.2608696,1.96E-14,0.032541752,0.020389105
rnd.6_family.2652,178.3333333,0.117711528,242.7333333,0.036494483,209.2105263,0.981514383,365.2173913,1.35E-15,0.026952556,0.057877179
rnd.6_family.266,95.16666667,0.105642412,140.0666667,0.037720195,109.8596491,0.598303351,215.0434783,1.72E-14,0.032739418,0.018950133
rnd.6_family.2667,112,0.127018949,141.9333333,0.048135562,124.1052632,0.690396879,177.2173913,4.23E-14,0.036425837,0.014639629
rnd.6_family.26694,209.8333333,0.12722247,301.3333333,0.033648629,221.8421053,0.314181941,443.2608696,2.13E-12,0.042747116,0.014308386
rnd.6_family.267,165.5,0.133187334,230.2,0.040812513,193.4736842,0.869439271,358.6521739,2.07E-17,0.025930783,0.067293963
rnd.6_family.2675,97.33333333,0.22944235,119.2,0.074814718,105.7368421,0.738770437,148.6521739,6.71E-16,0.038227402,0.014308386
rnd.6_family.2677,24.16666667,0.393215656,27.46666667,0.025884064,25.71929825,0.947028987,28.91304348,2.43E-09,0.012775131,0.390181974
rnd.6_family.2682,397,0.122946824,580.1666667,0.029575226,476.5263158,0.882122393,838.1304348,6.75E-14,0.035462258,0.015066727
rnd.6_family.2687,200.3333333,0.44280432,211.6666667,0.345157784,204.5614035,0.85758305,229.3913043,1.42E-12,0.030867292,0.031821177
rnd.6_family.2712,35.5,0.121260101,58,0.057643217,46,0.703124126,98.04347826,4.54E-14,0.034531673,0.015066727
rnd.6_family.2719,52.16666667,0.170111879,74.8,0.077631369,61.70175439,0.737170121,120.9565217,3.48E-14,0.036640876,0.014308386
rnd.6_family.2726,212.1666667,0.121260101,261,0.038266316,238.9824561,0.958583592,322.3478261,2.20E-15,0.032436965,0.021806448
rnd.6_family.273,44,0.136003467,60.46666667,0.039945615,51.57894737,0.949327789,88.30434783,6.39E-15,0.036794804,0.014308386
rnd.6_family.27402,30.83333333,0.434820146,39.06666667,0.096865987,33.42105263,0.815118392,62.52173913,4.19E-13,0.030026192,0.029961822
rnd.6_family.2753,1204.333333,0.16139501,1370.3,0.066885692,1274.684211,0.886745711,1619.782609,1.56E-17,0.038719143,0.014308386
rnd.6_family.2766,53.66666667,0.122946824,71.7,0.029814383,66.0877193,0.544470768,82.69565217,3.72E-09,0.008129078,0.578380015
rnd.6_family.2770,1312.5,0.122946824,1798.8,0.035413805,1515.508772,0.87932346,2595.173913,6.41E-14,0.033323281,0.019286914
rnd.6_family.2775,24.66666667,0.248341226,33.86666667,0.040812513,28,0.856590073,51.26086957,2.25E-11,0.036445753,0.014308386
rnd.6_family.2777,94.16666667,0.292512208,125.0333333,0.018664086,112.4561404,0.595533844,169.1304348,1.18E-10,0.031492801,0.026787231
rnd.6_family.27784,17.33333333,0.410074926,25.26666667,0.034765667,18.07017544,0.632228229,46.04347826,3.15E-12,0.029267013,0.031821177
rnd.6_family.2780,3014.333333,0.23972909,3142.166667,0.443766259,3090.473684,0.992503404,3371.608696,4.77E-22,0.027086073,0.057639794
rnd.6_family.27837,73.33333333,0.122946824,88.66666667,0.036907881,77.80701754,0.723729413,115.173913,5.35E-16,0.041368488,0.014308386
rnd.6_family.2789,8.833333333,0.545890404,11.4,0.113905808,10.31578947,0.80867263,21.43478261,1.42E-14,0.025644666,0.064051259
rnd.6_family.27958,59.33333333,0.6722022,81,0.584058663,78.66666667,0.879319305,84.82608696,0.407867457,-0.017293469,0.231764823
rnd.6_family.28,29.66666667,0.298276021,36.13333333,0.118396727,33.49122807,0.958583592,44.47826087,9.10E-21,0.014998641,0.308431752
rnd.6_family.2822,45.66666667,0.130709723,62.7,0.063804555,52.22807018,0.86161522,94.39130435,1.94E-16,0.027758513,0.05406305
rnd.6_family.283,34.66666667,0.130232387,52.86666667,0.019751403,43.80701754,0.96998571,76.43478261,4.54E-18,0.037434206,0.014460134
rnd.6_family.28313,31.83333333,0.361275388,41.93333333,0.024889845,36.89473684,0.721226457,53.26086957,1.05E-14,0.018725111,0.183723669
rnd.6_family.2846,98.83333333,0.160157458,145.5,0.040812513,108.8947368,0.645429292,261.0434783,2.28E-13,0.035295421,0.014506542
rnd.6_family.28478,129.6666667,0.162310065,148.1,0.087232055,137.0350877,0.808295385,170.6956522,1.28E-16,0.030330104,0.03375637
rnd.6_family.2864,85.5,0.103253091,139.8666667,0.039403831,107.8596491,0.798534668,281.6956522,8.25E-13,0.034175221,0.015671964
rnd.6_family.28709,31.66666667,0.121260101,42.83333333,0.059253471,34.38596491,0.679475931,72.08695652,4.90E-14,0.03616116,0.014506542
rnd.6_family.2886,163.3333333,0.179208882,246.7666667,0.070642749,174.3684211,0.490110507,507.826087,6.89E-12,0.035430377,0.014308386
rnd.6_family.2899,191.6666667,0.108947326,314.7333333,0.035715786,223.9122807,0.587377881,570.5217391,3.04E-11,0.030765052,0.026254231
rnd.6_family.29053,23,0.148574866,34,0.11813859,24.1754386,0.468453195,64.65217391,6.58E-16,0.039475639,0.014308386
rnd.6_family.292,108.5,0.130232387,148.5333333,0.084385272,125.3333333,0.78092263,205,1.34E-13,0.023258463,0.097390616
rnd.6_family.2921,122.8333333,0.268406804,171.0333333,0.032241848,131.754386,0.587377881,259.8695652,5.96E-13,0.037357731,0.014308386
rnd.6_family.2937,240.3333333,0.291633049,290.6,0.066109529,265.7719298,0.998153349,367.6956522,1.24E-16,0.022136522,0.119048901
rnd.6_family.29398,193,0.122946824,288.6333333,0.041713487,227.3157895,0.793855377,501.2608696,1.54E-13,0.035099548,0.014506542
rnd.6_family.294,11.16666667,0.122946824,15.36666667,0.22381024,13.1754386,0.652623157,22.34782609,1.48E-24,0.013594553,0.324801832
rnd.6_family.2948,27.16666667,0.161751692,39.73333333,0.182825011,33.28070175,0.553721307,55.65217391,2.77E-16,0.010519212,0.47080302
rnd.6_family.295,54.66666667,0.096845793,91.56666667,0.04792173,72.59649123,0.781834638,171.6086957,1.33E-11,0.020176968,0.145767391
rnd.6_family.2976,72.33333333,0.259237911,106.1333333,0.029286406,84.29824561,0.765914805,161.3478261,1.71E-16,0.039780342,0.014308386
rnd.6_family.298,NA,NA,0.433333333,0.047265232,0.087719298,0.242113701,0.652173913,0.000173072,0.016324504,0.258578694
rnd.6_family.2989,17.33333333,0.631989362,19.83333333,0.09539168,18.31578947,0.916646639,25.2173913,4.06E-13,0.032313897,0.028805927
rnd.6_family.2992,433.1666667,0.132152587,616.4333333,0.03606126,505.5789474,0.844695147,933.173913,9.90E-18,0.037301727,0.014308386
rnd.6_family.30,43.33333333,0.386338675,57.06666667,0.021333361,44.57894737,0.583864388,79.60869565,1.09E-15,0.034969642,0.014506542
rnd.6_family.3016,60.16666667,0.517051765,69.36666667,0.055732717,61.47368421,0.763449921,88.39130435,6.94E-16,0.034906604,0.017127584
rnd.6_family.30166,46,0.214254064,59.33333333,0.035137554,51.40350877,0.849955621,76.82608696,6.83E-13,0.033409269,0.018179596
rnd.6_family.3018,964.3333333,0.126040094,1512.333333,0.050798768,1133.701754,0.688063692,3010.130435,1.09E-13,0.03541144,0.014506542
rnd.6_family.3019,120.6666667,0.171456155,143.6666667,0.025852065,130.6315789,0.96987128,170.8695652,2.58E-14,0.037672477,0.014344084
rnd.6_family.3020,310.1666667,0.10409115,497.0666667,0.046143289,360.2280702,0.567837394,916.9130435,2.29E-13,0.038356721,0.014308386
rnd.6_family.3024,355.3333333,0.16178652,441.0666667,0.040381645,394.9649123,0.866683723,626.3913043,5.65E-13,0.031422725,0.027065427
rnd.6_family.30248,54.83333333,0.310631845,73.5,0.084409539,59.49122807,0.622341193,114.3913043,1.54E-15,0.027779551,0.043540159
rnd.6_family.3026,233.6666667,0.122946824,379.6333333,0.050628377,285.2280702,0.66067853,736.173913,1.29E-13,0.034383898,0.015029102
rnd.6_family.3036,62.16666667,0.163082276,96.23333333,0.04522449,74.05263158,0.652621198,158,1.79E-12,0.035870016,0.014806739
rnd.6_family.30384,108.8333333,0.160157458,150.3333333,0.034818789,125.9473684,0.783960887,206.7826087,8.53E-15,0.041132644,0.014308386
rnd.6_family.3054,65.66666667,0.160726697,82.7,0.041995751,74.07017544,0.948471552,104.4347826,5.50E-17,0.031987222,0.024941917
rnd.6_family.3082,63.83333333,0.286695996,81,0.008278015,72.19298246,0.987592984,97.2173913,1.24E-12,0.031897134,0.022414671
rnd.6_family.3097,45,0.160646361,61.1,0.028839174,50.05263158,0.754967158,83.34782609,6.96E-14,0.039469275,0.014308386
rnd.6_family.31256,68,0.298329263,78.03333333,0.028839174,73.56140351,0.928767738,89,1.54E-14,0.019737457,0.167567003
rnd.6_family.3130,64.66666667,0.132413876,95.16666667,0.071545896,72.05263158,0.55454559,168.0869565,6.90E-17,0.028949417,0.037482476
rnd.6_family.3134,327.1666667,0.117773057,521.7333333,0.048552533,393.0701754,0.587377881,951.9130435,4.52E-13,0.035117907,0.014759528
rnd.6_family.31347,42.16666667,0.516985958,51.1,0.03939122,46.36842105,0.789805268,70.91304348,2.37E-15,0.028716799,0.038578214
rnd.6_family.31457,31,0.096845793,52.43333333,0.028839174,41.70175439,0.942453618,80.04347826,4.11E-14,0.028216544,0.038624932
rnd.6_family.3171,8.833333333,0.359277448,10.63333333,0.580772727,10.21052632,0.95649751,12.2173913,0.000177725,-0.004883323,0.748478353
rnd.6_family.3177,165.8333333,0.122946824,207.1,0.068063858,179.0175439,0.750375828,286.6521739,4.99E-15,0.03286896,0.019526168
rnd.6_family.318,NA,NA,0.133333333,0.901008867,0.087719298,0.795154403,0.52173913,0.000840085,0.004391477,0.771816119
rnd.6_family.3184,458.5,0.159629363,666.3666667,0.042893886,521.4561404,0.7108875,1137.478261,3.79E-13,0.037705308,0.014308386
rnd.6_family.32066,7.333333333,0.558045928,10.83333333,0.098152239,7.947368421,0.737500124,23.04347826,1.18E-11,0.032948528,0.019885275
rnd.6_family.3217,177,0.124839663,268.7666667,0.050187896,215.0175439,0.76816832,428.826087,1.75E-13,0.038474216,0.014308386
rnd.6_family.322,151.5,0.12722247,214.3333333,0.032935665,174.1754386,0.798534668,314.3043478,4.35E-13,0.033341932,0.01974496
rnd.6_family.3232,482,0.12303066,762.4333333,0.07671429,538.8421053,0.548298053,1588.695652,1.53E-12,0.030020888,0.026019207
rnd.6_family.3233,744.8333333,0.13171772,1053,0.040987063,857.2280702,0.688063692,1657.826087,1.08E-14,0.032897023,0.020019307
rnd.6_family.3236,88.16666667,0.1712804,136.5666667,0.043169716,99.9122807,0.587377881,262.6956522,2.79E-13,0.034861858,0.014869684
rnd.6_family.3249,43.33333333,0.127262069,67.33333333,0.042336966,50.35087719,0.638164724,108.6086957,6.69E-10,0.015582929,0.27914443
rnd.6_family.32505,2.666666667,0.116090454,7.5,0.742376167,6.087719298,0.587377881,13.60869565,8.48E-07,0.019265462,0.14720311
rnd.6_family.3252,65.5,0.436399351,74.66666667,0.058530474,69.36842105,0.931315581,84.30434783,1.56E-15,0.023681595,0.094717792
rnd.6_family.3254,263.5,0.124839663,403.1333333,0.03307338,317.0701754,0.742743656,642.2173913,1.25E-14,0.038947409,0.014308386
rnd.6_family.3259,185.8333333,0.121039019,266.9,0.055800997,216.7368421,0.694773345,429.7391304,4.57E-16,0.03625649,0.014460134
rnd.6_family.3287,357.1666667,0.108947326,527.7666667,0.026453348,447.3333333,0.961715043,729.3478261,3.58E-16,0.028543657,0.043145939
rnd.6_family.3295,63.33333333,0.171456155,96.66666667,0.045340509,75.56140351,0.760211402,166.3913043,3.18E-14,0.037072623,0.014308386
rnd.6_family.331,45.16666667,0.095415543,69.36666667,0.045155626,56.40350877,0.715103528,100.6956522,1.63E-15,0.028547632,0.037327304
rnd.6_family.3317,234,0.137064002,362.4333333,0.075781511,272.5438596,0.645429292,733.0869565,1.23E-12,0.037410518,0.014308386
rnd.6_family.3322,74.83333333,0.355894441,93.6,0.038996174,79.43859649,0.770128518,130.2173913,4.71E-13,0.027869041,0.040022707
rnd.6_family.3330,38.33333333,0.121260101,44.46666667,0.045155626,40.07017544,0.808295385,54.47826087,2.96E-14,0.026902734,0.050358175
rnd.6_family.3365,62.5,0.860618699,71.1,0.032610449,64.1754386,0.891554276,92.04347826,5.11E-17,0.02616227,0.062314632
rnd.6_family.3366,268.3333333,0.210127897,346.6333333,0.047224017,301.2807018,0.873051085,473.6086957,1.71E-17,0.034553366,0.016972334
rnd.6_family.3368,180,0.153156686,253.8666667,0.039778582,210.5614035,0.870134908,385.9130435,3.18E-15,0.033163042,0.01975835
rnd.6_family.3370,133,0.226954796,178.3333333,0.035046959,144.0877193,0.648050736,270,1.11E-16,0.032622309,0.018256535
rnd.6_family.33898,10,0.920501612,12.56666667,0.052782831,9.070175439,0.826668501,24.65217391,2.17E-10,0.020632618,0.129854938
rnd.6_family.3391,185.8333333,0.16603797,290.0666667,0.054120779,197.6315789,0.494444021,566.6086957,4.31E-10,0.033254567,0.016804474
rnd.6_family.3396,85,0.12722247,115.3333333,0.043321559,98.21052632,0.792753972,162.0869565,6.14E-15,0.030547384,0.029037778
rnd.6_family.3418,57,0.122946824,87.73333333,0.048552449,67.92982456,0.691409043,149.173913,1.67E-13,0.030714052,0.022618418
rnd.6_family.3429,162.8333333,0.161751692,240.5666667,0.060948472,189.4035088,0.75702795,430,2.21E-13,0.038587864,0.014308386
rnd.6_family.3437,94.66666667,0.127629233,151.3666667,0.059189671,101.6491228,0.479281531,304.2608696,3.46E-10,0.031024884,0.021238599
rnd.6_family.3442,63,0.122946824,93.8,0.035862198,79.50877193,0.986163413,139.5652174,8.72E-14,0.036457232,0.014819249
rnd.6_family.3449,119.8333333,0.211129717,152.3,0.038072342,136.2105263,0.968135736,202.6086957,6.11E-15,0.020103942,0.164625122
rnd.6_family.3465,568.5,0.119518405,785.4333333,0.044679719,646.8245614,0.650036696,1261.652174,1.75E-13,0.035915501,0.014506542
rnd.6_family.3474,126,0.222493739,146.3,0.040659395,135.7017544,0.908390358,161.4782609,1.82E-10,0.019782112,0.171516269
rnd.6_family.3475,187,0.277424519,208.9666667,0.042933504,197.9122807,0.967873251,227.4782609,1.48E-13,0.021910604,0.125152019
rnd.6_family.3479,118.3333333,0.267445577,138.6333333,0.053510759,129.7192982,0.977063937,162.5652174,2.61E-16,0.032729683,0.022275573
rnd.6_family.35,264.1666667,0.20042403,367,0.043248422,298.6842105,0.777676859,572.173913,1.67E-12,0.037180426,0.014308386
rnd.6_family.3501,232,0.16036496,309.3,0.034932217,258.245614,0.744742253,440.826087,4.04E-16,0.036914972,0.014506542
rnd.6_family.35058,50.16666667,0.143314307,78.63333333,0.034657311,63.31578947,0.866683723,123.3043478,2.41E-15,0.032973526,0.021203796
rnd.6_family.3507,134.3333333,0.148790545,164.2333333,0.033395252,145.245614,0.725930061,205.5217391,2.01E-15,0.030342855,0.029847102
rnd.6_family.35151,84.66666667,0.162622644,123.1,0.032063225,97.98245614,0.763362735,190.0434783,6.15E-15,0.039761834,0.014308386
rnd.6_family.3518,122.8333333,0.127262069,160.0666667,0.027774959,139.1929825,0.929927737,197.6956522,6.17E-16,0.037102025,0.014308386
rnd.6_family.352,80.83333333,0.274587938,86.46666667,0.195814871,84.68421053,0.882122393,90.56521739,2.63E-10,0.015606526,0.23252459
rnd.6_family.3522,100.5,0.16260979,155.0666667,0.040310657,108.4561404,0.54673667,281.5217391,5.04E-12,0.030023204,0.028805927
rnd.6_family.3538,153.1666667,0.182491806,174.0666667,0.037925336,167.1929825,0.894031757,183.6086957,3.44E-09,0.015751351,0.249471195
rnd.6_family.3559,451.8333333,0.127018949,702.6,0.058448677,506.3684211,0.564970926,1424.956522,3.02E-13,0.03455931,0.014506542
rnd.6_family.356,149.1666667,0.117773057,220.3333333,0.031971716,187.877193,0.982785815,339,2.58E-15,0.035238497,0.016265617
rnd.6_family.360,60.33333333,0.264186508,75.26666667,0.028839174,66.1754386,0.891278417,94.04347826,8.53E-15,0.035677426,0.014506542
rnd.6_family.3605,47.16666667,0.097891193,71.86666667,0.031097647,57.40350877,0.834324698,104.0434783,1.32E-13,0.029823607,0.030482489
rnd.6_family.362,97.5,0.355894441,118.8,0.032610449,103.8245614,0.891278417,146,3.75E-15,0.039487828,0.014308386
rnd.6_family.3625,37,0.220304016,50.03333333,0.098162172,41.73684211,0.648050736,68.52173913,9.81E-15,0.044417392,0.014308386
rnd.6_family.36398,35.33333333,0.424134529,49.06666667,0.024314081,40.1754386,0.846760907,79.65217391,3.13E-17,0.025191435,0.067135409
rnd.6_family.3647,229.8333333,0.286023662,306.7333333,0.045591132,248.2982456,0.75702795,464.3478261,9.80E-16,0.041681704,0.014308386
rnd.6_family.3693,768,0.163493166,997.6666667,0.103282133,846.2631579,0.586490695,1480.217391,1.30E-13,0.035757869,0.014506542
rnd.6_family.37091,56,0.133254484,67.53333333,0.029296899,60.78947368,0.992503404,81.52173913,4.61E-14,0.028281989,0.045263478
rnd.6_family.3770,56.5,0.122946824,77.6,0.026045336,67.1754386,0.844691125,114.2608696,3.30E-12,0.032232818,0.022492398
rnd.6_family.3791,40.16666667,0.219553658,53.36666667,0.030361834,47.26315789,0.982785815,67.47826087,1.79E-13,0.026251063,0.059422927
rnd.6_family.3792,236.8333333,0.227101645,279.7333333,0.04560754,256.6491228,0.992503404,340.173913,6.34E-18,0.030395239,0.025982415
rnd.6_family.3796,115.3333333,0.122946824,159,0.038477415,135.8070175,0.885495062,214.4347826,6.37E-17,0.039119933,0.014308386
rnd.6_family.3797,107.6666667,0.126720435,134.5333333,0.048763132,120.2105263,0.965402671,171.0869565,1.66E-15,0.036710875,0.014506542
rnd.6_family.38,109.6666667,0.285672531,130.7,0.026371955,119.2807018,0.971647307,152.9130435,4.88E-16,0.030438481,0.032574984
rnd.6_family.3807,69.66666667,0.175635698,101.0333333,0.038477415,84.61403509,0.991463865,163.4347826,6.34E-17,0.035678908,0.016242376
rnd.6_family.381,941.6666667,0.142146594,1312.266667,0.048181744,1084.526316,0.80867263,2031.086957,2.37E-16,0.033410362,0.019203053
rnd.6_family.3810,147,0.108947326,191.3333333,0.034046135,168.5087719,0.991463865,243.6956522,5.98E-17,0.025738647,0.070049067
rnd.6_family.3916,438.6666667,0.113756025,708.0666667,0.051283363,514.754386,0.581834282,1411.347826,4.02E-13,0.035076981,0.014598309
rnd.6_family.3920,50.66666667,0.447766277,68.63333333,0.047758756,54.45614035,0.789609823,116.6086957,6.18E-13,0.036483813,0.014506542
rnd.6_family.393,71.33333333,0.497606965,86.16666667,0.035122503,75.38596491,0.842701403,111.826087,4.70E-17,0.033081633,0.021068954
rnd.6_family.3938,108.8333333,0.122946824,156.6,0.052727043,131.3859649,0.821093344,239,2.10E-15,0.031909926,0.022618418
rnd.6_family.394,15.16666667,0.725910604,22.36666667,0.028839174,17.9122807,0.787448417,35.17391304,2.38E-16,0.013252966,0.343340283
rnd.6_family.3950,309.8333333,0.127262069,467.7,0.040812513,359.0877193,0.657437619,781.6521739,4.03E-13,0.035651013,0.014506542
rnd.6_family.3989,170.1666667,0.122946824,267.5333333,0.03787656,200.5789474,0.642834914,434.826087,1.15E-12,0.033614756,0.017259062
rnd.6_family.401,175.6666667,0.122946824,238.2,0.069549385,197.4912281,0.595080593,349.8695652,2.17E-13,0.038367326,0.014308386
rnd.6_family.4018,259.8333333,0.131464566,370.4666667,0.038266316,311.5263158,0.870134908,545,5.14E-16,0.034154334,0.017163837
rnd.6_family.403,100,0.130520854,143.9666667,0.032138071,116.7894737,0.816286422,212.9130435,3.07E-16,0.030995799,0.027704553
rnd.6_family.4030,121,0.115150788,158.6666667,0.037550679,143.5087719,0.907617219,209.6086957,7.37E-18,0.032528792,0.021533909
rnd.6_family.4050,39.83333333,0.525889921,47.43333333,0.099634788,43.31578947,0.98751434,52.7826087,4.57E-10,0.019251244,0.177870908
rnd.6_family.4055,126.3333333,0.299164467,151,0.089194839,137.4736842,0.877091297,178.0434783,2.51E-17,0.034708995,0.017681767
rnd.6_family.4072,67.66666667,0.108947326,107.9333333,0.036709519,86.52631579,0.801662397,171.1304348,4.21E-13,0.03114336,0.025864043
rnd.6_family.4074,78.16666667,0.127262069,117.6,0.068679364,94.68421053,0.796979691,203.8695652,3.36E-14,0.036815938,0.014308386
rnd.6_family.40802,243,0.158142427,357.8333333,0.041917937,276.5263158,0.681977656,632.173913,5.45E-15,0.038664509,0.014308386
rnd.6_family.4081,100.3333333,0.122946824,156.8666667,0.058096245,110.2105263,0.522249833,301.2608696,7.28E-12,0.035416043,0.014308386
rnd.6_family.4144,315.6666667,0.121260101,519.5666667,0.045884691,377.754386,0.587377881,1019.347826,5.76E-13,0.032297347,0.019526168
rnd.6_family.4145,28.83333333,0.136370963,49.43333333,0.100441528,33.52631579,0.54673667,113,1.15E-09,0.033407335,0.017429579
rnd.6_family.4150,415.1666667,0.145585751,517.3666667,0.028978652,470.6842105,0.992503404,607.0434783,1.39E-15,0.034127775,0.017849685
rnd.6_family.4178,139.3333333,0.281760419,164.6666667,0.049848055,148.1403509,0.838563279,210,5.22E-15,0.032051653,0.020964277
rnd.6_family.419,108,0.37026135,127.8333333,0.029636043,116.3684211,0.938855898,144.3043478,2.12E-13,0.036469205,0.015029102
rnd.6_family.4190,152.5,0.150396686,204.2666667,0.029286406,175.4912281,0.870134908,260.4347826,5.96E-14,0.037877143,0.014308386
rnd.6_family.4191,87,0.261228489,115.6333333,0.018278091,95.12280702,0.911345379,158.5652174,4.05E-15,0.029382023,0.031583407
rnd.6_family.4202,468.6666667,0.122946824,701.6666667,0.043259834,548.8070175,0.764726994,1215.608696,1.22E-14,0.03547127,0.014506542
rnd.6_family.4204,2.333333333,0.950992203,2.266666667,0.575716212,2.385964912,0.948099106,2.739130435,0.000473649,0.021578956,0.135710803
rnd.6_family.4211,13.66666667,0.136370963,20.06666667,0.037555832,16.36842105,0.693219586,27.82608696,1.93E-11,0.025048305,0.066841802
rnd.6_family.4234,22.83333333,0.08591032,43.06666667,0.089987756,32.36842105,0.648050736,75.69565217,1.95E-11,0.033876036,0.020130476
rnd.6_family.424,6.333333333,0.259031089,9.733333333,0.178747256,8.421052632,0.86161522,14.43478261,2.71E-11,0.006606057,0.66503862
rnd.6_family.425,73.16666667,0.47135882,89.4,0.188838728,68.0877193,0.289503341,145.2608696,4.21E-13,0.005765435,0.700976772
rnd.6_family.4250,190.3333333,0.124839663,244.1333333,0.032138071,211.8070175,0.880112834,323.7391304,4.24E-16,0.03566358,0.014506542
rnd.6_family.4294,42,0.154519854,58.3,0.038266316,48.94736842,0.826668501,82.43478261,3.66E-17,0.034879031,0.014506542
rnd.6_family.4324,41,0.116090454,52.33333333,0.133154488,47.0877193,0.596876503,62.65217391,5.55E-09,0.027512498,0.053499436
rnd.6_family.43311,11.66666667,0.522633901,17.7,0.030707376,12.21052632,0.66067853,29.95652174,4.69E-11,0.024032336,0.080326456
rnd.6_family.43312,7.166666667,0.256019863,12.63333333,0.035646159,8.140350877,0.494444021,25.82608696,1.09E-10,0.022749922,0.093603357
rnd.6_family.43410,207.8333333,0.118671592,283.3,0.039060843,248.9824561,0.972248863,413.4782609,2.45E-18,0.021181182,0.144254054
rnd.6_family.4345,54.5,0.109162456,88.93333333,0.033027486,70.24561404,0.802457711,143.0434783,1.59E-13,0.02571705,0.064912329
rnd.6_family.4352,118,0.122946824,183.5333333,0.041120708,143.0701754,0.702364209,302.6521739,7.54E-13,0.03574595,0.014506542
rnd.6_family.4363,142.3333333,0.117711528,192.8666667,0.074070123,163.3157895,0.714421392,303.6956522,7.82E-14,0.035441278,0.014710139
rnd.6_family.4369,168.6666667,0.135446835,237.4666667,0.035413805,188.3684211,0.734771022,364.8695652,3.31E-14,0.038108534,0.014308386
rnd.6_family.4377,240.1666667,0.122946824,385.5333333,0.039281168,288.1403509,0.668920175,701.2173913,2.75E-13,0.036303476,0.014460134
rnd.6_family.4426,126.6666667,0.15923228,180.0666667,0.039947113,149.8596491,0.893690941,273.6086957,4.06E-15,0.030420889,0.028132034
rnd.6_family.445,47.66666667,0.113756025,74.3,0.049683141,68.0877193,0.725085503,141.4347826,4.09E-12,0.020306155,0.158968235
rnd.6_family.4454,272.3333333,0.263196447,295.9666667,0.066307069,282.9473684,0.864552864,309.5652174,1.29E-10,0.020950927,0.142125047
rnd.6_family.4460,67.83333333,0.122946824,101.9,0.031651136,82.63157895,0.844691125,151.6521739,1.67E-17,0.032184644,0.020125288
rnd.6_family.4465,720.3333333,0.354011474,882.8666667,0.029575226,777.5263158,0.967873251,1130.565217,2.16E-16,0.038767429,0.014308386
rnd.6_family.4493,225.1666667,0.131176486,317.5,0.036000004,253,0.718901078,487.7391304,4.99E-14,0.033322578,0.0188047
rnd.6_family.4494,129.8333333,0.122946824,192.4666667,0.035862198,151.1929825,0.706160538,303.8695652,1.42E-14,0.033696324,0.016908726
rnd.6_family.4498,336.3333333,0.136370963,433.0666667,0.078963449,386.9649123,0.920546427,547.9130435,1.75E-13,0.016297529,0.255637065
rnd.6_family.4504,579.5,0.12222568,905.2333333,0.059303881,657.1403509,0.567837394,1742.652174,6.37E-14,0.028682526,0.036605072
rnd.6_family.4506,188.5,0.11236038,302.6333333,0.070753479,221.7894737,0.587377881,704.173913,2.97E-11,0.033254719,0.016630312
rnd.6_family.4514,146,0.227371598,198.0666667,0.041357803,158.5087719,0.723384061,322.6956522,3.04E-15,0.037896574,0.014308386
rnd.6_family.452,185.1666667,0.158301347,236.1333333,0.031103389,209.9122807,0.998306821,300.6086957,6.05E-15,0.031902526,0.024080057
rnd.6_family.4531,152.5,0.122946824,199.4666667,0.029286406,174.5789474,0.9311351,261.4347826,4.62E-17,0.035098042,0.015152015
rnd.6_family.4533,87.16666667,0.132172785,120.1,0.048763132,97.1754386,0.74803762,194,7.21E-14,0.036524746,0.014506542
rnd.6_family.4534,43.66666667,0.121039019,63.2,0.034688564,55.57894737,0.98138165,83.39130435,1.27E-13,0.036264794,0.014840325
rnd.6_family.4542,219.5,0.16603797,296.0666667,0.048181744,246,0.736097266,470.3913043,1.76E-16,0.03160876,0.023119631
rnd.6_family.4545,113.6666667,0.221321671,137.7666667,0.043259834,129.2631579,0.629392195,168.9130435,1.02E-16,0.025631821,0.076370221
rnd.6_family.458,446.6666667,0.122946824,679.6666667,0.055313102,517.8947368,0.648050736,1271.347826,8.58E-15,0.03656101,0.014308386
rnd.6_family.462,42.5,0.249393409,52.43333333,0.041417592,47.33333333,0.95649751,65.65217391,1.09E-13,0.0120482,0.414371188
rnd.6_family.463,1614.166667,0.195184098,1821.3,0.063886084,1740.912281,0.965402671,2039.478261,8.57E-16,0.018389669,0.204768657
rnd.6_family.4654,89.16666667,0.369174302,105.5,0.045511806,95.80701754,0.965402671,137.7391304,3.07E-14,0.025840749,0.059416355
