TE,mean_UK,fdr_uk,mean_France,fdr_f,mean_Belgium,fdr_b,mean_spain,fdr_spain,mean_slope,fdr_time
Copia.25_Sit.I,0.166666667,0.755014896,0.566666667,0.046255295,0.175438596,0.675330563,1.086956522,8.09E-05,0.009269071,0.523491415
Copia.25_ST.I,0.5,0.632752832,0.733333333,0.64721874,0.631578947,0.802457711,0.869565217,0.018615966,0.012316168,0.400889972
Copia.25_TC.I,3.333333333,0.473320712,4.1,0.245009646,3.561403509,0.798534668,5.391304348,2.53E-11,0.016483114,0.254620135
Copia.25_TC.LTR,1.666666667,0.543705308,1.6,0.279576817,1.333333333,0.723729413,1.826086957,0.001020088,0.00529831,0.722015527
Copia.26_AIp.I,1.333333333,0.542013668,2.133333333,0.029636043,1.701754386,0.98140877,2.608695652,5.55E-08,0.018171272,0.20272553
Copia.26_AIp.LTR,0.833333333,0.145987274,2.6,0.046198027,1.912280702,0.821093344,3,4.26E-06,0.046419021,0.014308386
Copia.26_ATr.I,1,0.178197258,2,0.240765152,1.385964912,0.648050736,4,2.53E-10,0.03180819,0.022409852
Copia.26_BRa.I,0.833333333,0.691590186,1.466666667,0.022039859,1.105263158,0.886745711,1.782608696,9.11E-09,0.033532002,0.021203796
Copia.26_FV.I,4.333333333,0.970854657,4.8,0.166110735,4.157894737,0.891278417,5.826086957,0.000114228,0.033910542,0.018256535
Copia.26_GM.I,1.5,0.843341872,1.933333333,0.300363419,1.771929825,0.903310681,3.217391304,1.51E-06,0.027034213,0.055937437
Copia.26_GR.I,0.666666667,0.343350864,1.3,0.581975468,1.157894737,0.903310681,1.956521739,1.48E-18,0.03962388,0.014506542
Copia.26_JC.I,0.833333333,0.743050458,1.266666667,0.074981002,0.807017544,0.537886791,1.782608696,2.00E-07,0.010739667,0.452470241
Copia.26_LU.I,1.166666667,0.836288797,1.466666667,0.285922796,1.228070175,0.782662803,1.782608696,0.000259954,0.003246452,0.834000144
Copia.26_MN.I,0.333333333,0.946001534,0.6,0.126557744,0.350877193,0.929927737,0.869565217,0.004217686,0.01972451,0.162654856
Copia.26_MN.LTR,0.166666667,0.542013668,0.5,0.143952618,0.245614035,0.600422626,0.826086957,3.04E-06,0.021992044,0.121247688
Copia.26_NN.I,1,0.46168252,1.3,0.856883401,1.438596491,0.587377881,1.826086957,1.69E-06,0.005305818,0.722596716
Copia.26_OS.I,0.166666667,0.883639613,0.433333333,0.050961849,0.210526316,0.990413095,0.52173913,0.007021442,-0.005176737,0.732032561
Copia.26_PAb.I,1.333333333,0.618661206,1.966666667,0.576494071,1.526315789,0.494444021,3.608695652,8.13E-12,0.01890664,0.168367095
Copia.26_Pru.I,1.333333333,0.778953274,1.3,0.315808498,1.105263158,0.86161522,1.739130435,2.66E-05,0.01908843,0.180370518
Copia.26_ST.I,1.166666667,0.42902611,2.233333333,0.030581538,1.807017544,0.854501536,2.652173913,7.20E-10,0.014930615,0.296539998
Copia.26_TC.I,1.833333333,0.671501371,2.266666667,0.430771029,1.771929825,0.618729267,4.043478261,6.46E-11,0.024082508,0.081423029
Copia.26_TC.LTR,0.333333333,0.79991854,0.533333333,0.351462972,0.438596491,0.989305344,0.695652174,0.012066496,0.003291781,0.827574096
Copia.27_AIp.I,25.5,0.706172151,28.86666667,0.064743717,25.92982456,0.910636866,37.91304348,3.83E-17,0.032366724,0.020441345
Copia.27_ATr.LTR,1.166666667,0.566348632,1.866666667,0.066712052,1.333333333,0.764455369,2.434782609,4.28E-06,0.013398252,0.359589867
Copia.27_BD.I,1,0.81075397,1.033333333,0.255375116,0.964912281,0.737735386,1.608695652,1.72E-05,0.019327362,0.162507318
Copia.27_BRa.I,0.5,0.807197085,0.633333333,0.889559121,0.50877193,0.585093754,1.347826087,8.66E-05,0.020272908,0.149500184
Copia.27_ECa.I,0.333333333,0.577308702,0.466666667,0.511231659,0.596491228,0.802457711,0.739130435,0.039882644,0.00650835,0.665006125
Copia.27_FV.I,0.5,0.85564475,0.766666667,0.05152461,0.50877193,0.762470501,NA,NA,0.011762222,0.418192939
Copia.27_GM.I,6,0.379546272,8.9,0.024305826,6.824561404,0.600065579,11.7826087,1.63E-16,0.032498489,0.021992779
Copia.27_GM.LTR,0.5,0.836288797,0.466666667,0.619920464,0.49122807,0.718040872,0.739130435,0.001692892,0.010288496,0.482423042
Copia.27_LU.I,0.5,0.890879704,0.6,0.719612349,0.543859649,0.96063901,0.956521739,8.46E-10,0.013452898,0.355251653
Copia.27_LU.LTR,8.666666667,0.127018949,15.9,0.092018795,14,0.943918824,18.82608696,6.39E-07,-0.001471897,0.926236591
Copia.27_Mad.I,5.666666667,0.69644195,6.633333333,0.521232892,5.771929825,0.648050736,11.47826087,3.08E-15,0.027141971,0.051040364
Copia.27_NN.I,0.333333333,0.70137111,0.566666667,0.411706978,0.50877193,0.912304737,0.913043478,1.25E-07,0.006346924,0.672860141
Copia.27_OS.I,0.333333333,0.386338675,0.733333333,0.348047093,0.50877193,0.55454559,0.869565217,0.004259272,0.006481515,0.661613921
Copia.27_OS.LTR,1.666666667,0.666337295,1.933333333,0.280248368,1.859649123,0.929272636,2.217391304,0.000166423,0.00388532,0.80107879
Copia.27_PAb.LTR,0.166666667,0.789005584,0.233333333,0.866374445,0.368421053,0.583864388,0.608695652,0.001773957,-0.003065841,0.843086946
Copia.27_Pru.I,0.5,0.815711807,0.833333333,0.091572496,0.614035088,0.971690409,1.260869565,3.99E-06,0.030260141,0.032033413
Copia.27_PX.I,NA,NA,0.5,0.752392193,0.543859649,0.992503404,1.130434783,0.000370848,0.009361779,0.514640616
Copia.27_PX.LTR,0.166666667,0.259614063,0.533333333,0.7446528,0.473684211,0.942511753,0.956521739,2.25E-11,0.035670461,0.017830798
Copia.27_RC.I,1,0.939244981,1.1,0.317108526,0.912280702,0.87275995,1.913043478,5.69E-16,0.026399831,0.064051281
Copia.27_SB.I,NA,NA,0.866666667,0.164952282,0.666666667,0.642834914,0.956521739,0.00020007,0.01487958,0.299999364
Copia.27_ST.I,0.666666667,0.233023913,1.433333333,0.052460563,1.122807018,0.991475104,1.826086957,2.84E-09,0.039919786,0.014308386
Copia.27B_ATr.I,0.5,0.130103307,1.466666667,0.141690001,1.087719298,0.587377881,1.869565217,9.29E-07,0.018907333,0.183815721
Copia.27D_ATr.LTR,0.666666667,0.75129891,0.7,0.219685363,0.526315789,0.968135736,1.304347826,5.66E-06,0.019975134,0.15592973
Copia.28_AIp.I,2.166666667,0.252147873,3.5,0.025759845,2.877192982,0.870134908,4.391304348,5.64E-09,0.013965717,0.325222006
Copia.28_ALY.I,1.5,0.741088113,2,0.130094073,1.842105263,0.70437691,2.695652174,1.19E-10,0.011598591,0.412368895
Copia.28_BD.I,0.333333333,0.844085406,0.233333333,0.061210396,0.175438596,0.008590795,0.782608696,0.000275902,0.022653141,0.110899558
Copia.28_FV.I,0.833333333,0.789152464,1.3,0.048181744,0.947368421,0.922358885,1.52173913,0.000657282,0.014553562,0.320406348
Copia.28_GM.I,2.5,0.526016098,2.5,0.165972982,2.350877193,0.587377881,3.565217391,8.57E-10,0.018278775,0.189561557
Copia.28_GR.I,1.5,0.712409241,2.233333333,0.026371955,1.736842105,0.926210334,2.652173913,9.86E-07,0.00186245,0.905932524
Copia.28_JC.I,0.666666667,0.268718054,1.566666667,0.080820501,1.403508772,0.756571194,NA,NA,0.033610259,0.020571713
Copia.28_Mad.I,NA,NA,0.766666667,0.125886859,0.526315789,0.648579159,0.956521739,4.04E-08,0.002922233,0.845738437
Copia.28_MN.I,0.166666667,0.901478072,0.233333333,0.792664739,0.192982456,0.954624941,0.695652174,3.86E-05,0.011418492,0.434853627
Copia.28_NN.I,0.666666667,0.771971067,0.733333333,0.070642749,0.50877193,0.859332721,0.913043478,3.21E-06,0.026028949,0.067479135
Copia.28_OS.LTR,0.5,0.717973788,0.433333333,0.463745374,0.333333333,0.943918824,0.652173913,0.006530558,0.016532066,0.249814106
Copia.28_PAb.I,0.833333333,0.973014102,1.1,0.087027263,0.842105263,0.965402671,1.347826087,0.000586,0.010183085,0.490068216
Copia.28_Pru.I,1,0.137064002,2.333333333,0.014434679,1.631578947,0.67416884,2.47826087,0.000172081,0.016769217,0.24483096
Copia.28_PX.I,0.666666667,0.463263269,0.966666667,0.357189159,0.877192982,0.7108875,NA,NA,0.035242411,0.014506542
Copia.28_ST.I,0.833333333,0.983337337,1.066666667,0.166347643,0.947368421,0.740086064,1.608695652,1.22E-07,0.006175544,0.674004695
Copia.28_TC.I,1.666666667,0.97533348,1.966666667,0.105843986,1.526315789,0.816286422,2.608695652,3.63E-06,0.022812421,0.097390616
Copia.29.I_VV,NA,NA,2.333333333,0.201744803,1.947368421,0.871769251,3.565217391,2.69E-10,0.008841767,0.536210775
Copia.29_AIp.I,2.166666667,0.692574432,2.766666667,0.236974255,2.736842105,0.603880737,4.130434783,1.26E-07,0.031122603,0.027921113
Copia.29_ALY.I,NA,NA,0.733333333,0.766076019,0.736842105,0.917157502,NA,NA,0.021234265,0.142635158
Copia.29_ECa.I,0.666666667,0.122946824,2.766666667,0.019872878,1.754385965,0.7108875,3.565217391,5.51E-07,0.028303397,0.04784647
Copia.29_FV.I,0.833333333,0.186090445,0.233333333,0.05317851,0.49122807,0.751943899,0.608695652,0.078415405,0.003700047,0.808478088
Copia.29_FV.LTR,3.833333333,0.122946824,4.066666667,0.025102944,3,0.770469924,5.782608696,6.03E-11,0.017469391,0.218180164
Copia.29_GM.I,2.5,0.647179725,3,0.139096094,2.771929825,0.992503404,3.695652174,7.40E-10,0.017957594,0.21243478
Copia.29_GR.I,6.5,0.640575947,6.366666667,0.327967524,5.964912281,0.990413095,8.434782609,2.73E-12,0.021974159,0.115118165
Copia.29_JC.I,2.5,0.717028299,3,0.623682413,2.912280702,0.99102215,4.173913043,1.12E-09,0.020133268,0.162470451
Copia.29_LU.I,0.333333333,0.409472332,0.8,0.059549708,0.614035088,0.965402671,0.782608696,0.090138289,0.035977568,0.018250939
Copia.29_Mad.I,0.333333333,0.777495642,0.7,0.032004936,0.456140351,0.970231919,0.608695652,0.11902773,0.019428999,0.183843699
Copia.29_MN.I,4.666666667,0.607404064,5.533333333,0.358788439,4.877192982,0.707661626,7.304347826,5.98E-09,0.020253901,0.150662991
Copia.29_Pru.I,0.5,0.946001534,0.633333333,0.331022972,0.49122807,0.875713844,0.869565217,8.28E-05,0.013499763,0.344202085
Copia.29_PX.I,6.166666667,0.712409241,6.333333333,0.123890254,5.807017544,0.965402671,7.565217391,6.26E-13,0.017842075,0.212941699
Copia.29_PX.LTR,1.833333333,0.325066173,3.233333333,0.12339523,2.912280702,0.98138165,3.913043478,4.04E-18,0.014505679,0.315436371
Copia.29_RC.I,0.333333333,0.374861918,0.766666667,0.210494853,0.649122807,0.992503404,0.956521739,2.12E-07,0.012581392,0.377595517
Copia.29_Sit.I,0.666666667,0.627812733,0.4,0.415886989,0.578947368,0.668702248,0.782608696,0.002359299,0.025092569,0.076591172
Copia.29_TC.I,0.166666667,0.81075397,0.366666667,0.224627724,0.087719298,0.05891632,0.782608696,2.05E-06,0.006008427,0.690154226
Copia.3_AIp.I,0.166666667,0.828079876,0.266666667,0.749079163,0.192982456,0.829146093,0.782608696,1.74E-06,-0.00478406,0.75225258
Copia.3_AT.I,1.5,0.240243029,1,0.216827596,0.842105263,0.891278417,1.695652174,1.15E-09,-0.004871706,0.747613736
Copia.3_AT.LTR,0.333333333,0.947006988,0.5,0.202780594,0.333333333,0.909992677,0.608695652,0.024267226,0.020882686,0.14581799
Copia.3_ATr.I,2.5,0.251819001,4.033333333,0.019563195,2.98245614,0.759996353,5.47826087,2.04E-07,0.01316763,0.364921452
Copia.3_BDi.I,0.5,0.127247528,1.333333333,0.682537162,1.333333333,0.867956991,1.652173913,0.001059111,0.014352689,0.315576273
Copia.3_Cia.I,0.333333333,0.232105703,0.733333333,0.589060956,0.754385965,0.891278417,0.956521739,0.000757549,-0.00172129,0.915115533
Copia.3_CP.LTR,1,0.789541638,1.533333333,0.120832398,1.210526316,0.990720369,2.608695652,5.17E-07,0.015077653,0.285815499
Copia.3_ECa.I,1.833333333,0.503839408,2.866666667,0.260445782,2.438596491,0.798534668,3.608695652,9.62E-06,0.009755641,0.501066355
Copia.3_FV.I,1.666666667,0.130499733,3.266666667,0.085788285,2.877192982,0.891289494,4.608695652,3.00E-07,0.020175586,0.140878497
Copia.3_FV.LTR,0.333333333,0.469240167,0.666666667,0.478711143,0.561403509,0.903310681,0.869565217,0.000766879,-0.000530705,0.974189393
Copia.3_GM.I,0.666666667,0.75915597,1.166666667,0.032063225,0.666666667,0.684784818,1.347826087,0.000305529,0.006941569,0.649831924
Copia.3_JC.I,2.666666667,0.966393144,3.066666667,0.161935809,2.754385965,0.961715043,3.956521739,3.51E-05,0.023897583,0.084127657
Copia.3_LU.I,0.833333333,0.979548457,0.8,0.783330347,0.859649123,0.844691125,NA,NA,0.006407882,0.66744052
Copia.3_LU.LTR,0.5,0.820238241,0.733333333,0.153628188,0.614035088,0.956019361,0.782608696,0.042327795,0.00234562,0.880453016
Copia.3_Mad.I,0.5,0.155525882,1.433333333,0.040659233,1.157894737,0.95649751,1.782608696,7.89E-08,0.024845206,0.082587771
Copia.3_NN.I,0.666666667,0.878750955,0.633333333,0.788751506,0.596491228,0.982785815,0.956521739,1.14E-08,0.030833761,0.028805927
Copia.3_PAb.I,1.166666667,0.150857354,2.066666667,0.043872964,1.543859649,0.821093344,2.565217391,7.97E-06,0.003899904,0.792471239
Copia.3_PAb.LTR,20.66666667,0.298333895,26.8,0.062587624,21.94736842,0.634927717,37.04347826,2.21E-16,0.042353279,0.014308386
Copia.3_PPa.I,0.833333333,0.255221658,1.6,0.582501058,1.210526316,0.607118754,4.304347826,1.22E-08,0.021469039,0.119306534
Copia.3_Pru.I,1.333333333,0.592189891,1.333333333,0.035862198,1.122807018,0.732934644,1.608695652,5.56E-05,0.02277283,0.105499599
Copia.3_PTri.I,187.5,0.122946824,251.3,0.031679095,219.877193,0.95649751,333.0869565,8.35E-17,0.03147818,0.028556641
Copia.3_PX.I,0.833333333,0.959809432,0.933333333,0.62697093,0.912280702,0.866952454,1.173913043,0.023663296,0.01021317,0.482252395
Copia.3_RC.I,1.166666667,0.141709533,2.033333333,0.063159394,1.736842105,0.879345684,2.652173913,4.10E-10,0.023644649,0.098075267
Copia.3_SL.I,0.333333333,0.953197758,0.533333333,0.048127799,0.315789474,0.98140877,0.782608696,1.30E-05,0.000872833,0.956261925
Copia.3_SMo.I,1.166666667,0.343350864,1.433333333,0.973669044,1.543859649,0.648050736,1.608695652,0.163822669,0.005506549,0.715791456
Copia.3_ST.LTR,0.666666667,0.154434591,1.433333333,0.29020431,1.596491228,0.961715043,1.956521739,2.41E-08,-0.016184313,0.257768177
Copia.3_TA.I,5.166666667,0.137735695,6.633333333,0.184194778,6.210526316,0.943791112,8.652173913,1.12E-06,0.022002199,0.110112155
Copia.30.I_VV,4,0.589291885,5.2,0.123768354,4.157894737,0.764726994,7.347826087,2.18E-07,0.024316979,0.078207328
Copia.30_AIp.I,0.833333333,0.741966938,0.933333333,0.038980426,0.50877193,0.792210593,1.434782609,3.91E-07,0.013630284,0.34234111
Copia.30_ALY.I,1.333333333,0.725344362,1.6,0.64919561,1.543859649,0.998425776,1.956521739,2.49E-10,0.026134914,0.05967981
Copia.30_ATr.I,0.166666667,0.546437717,0.466666667,0.238920214,0.350877193,0.975251621,0.826086957,2.85E-06,0.018491645,0.197869561
Copia.30_BD.I,3.166666667,0.641777962,4.433333333,0.09296023,3.157894737,0.587377881,8.52173913,2.17E-09,0.020654305,0.135405665
Copia.30_ECa.I,0.5,0.734535988,0.8,0.070003415,0.543859649,0.661892367,0.826086957,0.027097898,-0.009822251,0.494270622
Copia.30_GM.I,10.33333333,0.247519076,13.56666667,0.022039859,11.78947368,0.903310681,15.17391304,1.26E-14,0.035905894,0.017364943
Copia.30_LU.I,2.333333333,0.662731257,2.633333333,0.545121827,2.333333333,0.733359238,3.565217391,2.44E-05,0.022674701,0.113477864
Copia.30_NN.I,1.5,0.901568048,1.866666667,0.28482113,1.824561404,0.66067853,2.565217391,6.58E-08,0.027327647,0.050419063
Copia.30_Pru.I,NA,NA,0.633333333,0.717357481,0.754385965,0.66067853,0.913043478,0.000533057,0.024548615,0.090483456
Copia.30_PX.I,0.166666667,0.800071929,0.233333333,0.900998716,0.140350877,0.513384653,0.434782609,0.079303506,0.009915516,0.503040795
Copia.30_RC.I,0.5,0.97772565,0.533333333,0.671080136,0.403508772,0.70437691,0.913043478,1.77E-07,-0.002698016,0.859069678
Copia.30_Sit.I,0.166666667,0.468740239,0.5,0.239143651,0.333333333,0.870134908,0.869565217,3.04E-07,0.006128919,0.681939802
Copia.30_ST.I,0.833333333,0.948650851,0.9,0.502834875,0.859649123,0.989305344,NA,NA,0.005707532,0.708329633
Copia.30_TC.I,1,0.739596635,1.266666667,0.833909084,1.210526316,0.990413095,2.739130435,6.60E-07,0.038355408,0.014506542
Copia.31.I_VV,2,0.647652532,3.033333333,0.07605436,2.649122807,0.660151138,3.782608696,7.45E-07,0.005049782,0.734834977
Copia.31.LTR_VV,0.5,0.682069411,0.733333333,0.472679585,0.771929825,0.581834282,0.869565217,0.008463535,0.019605603,0.162654856
Copia.31_ATr.I,0.333333333,0.649587106,0.6,0.360475925,0.438596491,0.781834638,0.869565217,2.91E-05,0.008936812,0.542483438
Copia.31_ATr.LTR,0.333333333,0.433761213,0.766666667,0.102910244,0.649122807,0.891278417,0.869565217,0.00158148,-0.0011628,0.942701101
Copia.31_BD.I,0.333333333,0.123565465,1.333333333,0.136554955,1.01754386,0.802457711,1.826086957,2.09E-09,0.013667725,0.333552564
Copia.31_FV.I,1.166666667,0.307173734,1.933333333,0.287221094,1.807017544,0.823140158,2.695652174,7.60E-08,0.014961774,0.295303482
Copia.31_GM.I,3.333333333,0.641764903,3.9,0.094773753,3.789473684,0.642834914,4.565217391,1.38E-06,-0.010539329,0.470899004
Copia.31_GM.LTR,4,0.588335766,4.9,0.18360171,4.263157895,0.866952454,7.086956522,9.22E-13,0.011137817,0.434904094
Copia.31_GR.I,0.333333333,0.49954435,0.766666667,0.05152461,0.421052632,0.468453195,NA,NA,0.017520257,0.226931353
Copia.31_LU.I,0.833333333,0.838707513,1.066666667,0.468927166,1,0.891278417,1.565217391,4.87E-06,0.014686117,0.295706122
Copia.31_LU.LTR,0.166666667,0.726040676,0.333333333,0.55121767,0.140350877,0.338573293,0.869565217,1.27E-08,0.014957714,0.311452721
Copia.31_Mad.I,1.333333333,0.770050413,1.666666667,0.242749202,1.456140351,0.989305344,2.695652174,6.56E-11,0.020019897,0.162507318
Copia.31_MN.I,0.833333333,0.42902611,1.7,0.032138071,1.210526316,0.944719567,2.260869565,3.57E-08,0.019706546,0.156262369
Copia.31_NN.I,1.5,0.835740145,1.866666667,0.243106706,1.543859649,0.821093344,2.869565217,4.46E-17,0.03140321,0.027510721
Copia.31_OS.I,0.833333333,0.275926488,0.666666667,0.145260756,0.473684211,0.866172947,0.956521739,6.99E-11,0.004493901,0.765179934
Copia.31_OS.LTR,0.333333333,0.978594794,0.466666667,0.177258212,0.192982456,0.468453195,0.913043478,3.47E-10,0.013701359,0.339292116
Copia.31_PAb.I,0.166666667,0.859895907,0.333333333,0.273518619,0.157894737,0.693219586,0.739130435,9.83E-06,0.023735007,0.097390616
Copia.31_Pru.I,0.333333333,0.436722174,0.666666667,0.600835706,0.649122807,0.882122393,0.913043478,4.01E-05,0.010735098,0.465674284
Copia.31_Pru.LTR,8.166666667,0.33170999,11.9,0.052148367,8.245614035,0.168819061,18.60869565,1.37E-14,0.01993543,0.150186042
Copia.31_PX.I,1.166666667,0.241032567,2.333333333,0.005288004,1.859649123,0.929761706,2.434782609,0.002367756,0.014182147,0.333124219
Copia.31_RC.I,NA,NA,0.033333333,0.33157976,0.01754386,0.365238873,0.173913043,0.20725947,-0.01703601,0.238639436
Copia.31_Sit.I,0.333333333,0.805242806,0.566666667,0.204224566,0.350877193,0.707661626,0.869565217,2.21E-06,0.02294492,0.109353218
Copia.31_ST.I,0.666666667,0.523347952,1.233333333,0.167662245,0.947368421,0.801582203,1.391304348,0.023627482,-0.002702407,0.859069678
Copia.31_TC.I,0.166666667,0.371307895,0.533333333,0.294476571,0.385964912,0.891842792,0.826086957,3.54E-05,0.025829741,0.071204786
Copia.32.I_VV,0.666666667,0.641177174,0.533333333,0.715599345,0.614035088,0.583864388,0.913043478,2.28E-07,0.005803706,0.700892261
Copia.32_AIp.I,26.16666667,0.254919832,33.86666667,0.036714589,30.26315789,0.994495284,42.43478261,3.75E-16,0.037509598,0.014506542
Copia.32_AIp.LTR,0.833333333,0.67237037,1.233333333,0.631669773,0.947368421,0.66067853,2.565217391,1.62E-10,0.007689343,0.591456726
Copia.32_ALY.I,1,0.955308378,1.133333333,0.566473173,1,0.903310681,1.782608696,7.80E-09,0.026565328,0.064191608
Copia.32_ATr.I,0.333333333,0.979548457,0.4,0.678118534,0.280701754,0.763362735,1.043478261,3.29E-06,0.014347917,0.32201134
Copia.32_GM.I,4.666666667,0.351731479,6.333333333,0.043547294,5.877192982,0.63971441,7.217391304,3.32E-09,0.018372439,0.181759724
Copia.32_GR.I,4,0.897616638,4.366666667,0.206483831,3.877192982,0.971690409,6.47826087,1.77E-15,0.028991676,0.038382759
Copia.32_JC.I,1.333333333,0.728104272,1.333333333,0.377840037,1.385964912,0.816286422,1.782608696,0.006939979,0.016459067,0.258507381
Copia.32_JC.LTR,0.5,0.911411052,0.7,0.314138483,0.614035088,0.856590073,1.434782609,1.15E-08,0.018160452,0.197204095
Copia.32_LU.I,1.5,0.154954253,3.8,0.120559852,3.140350877,0.896716809,5.956521739,6.97E-10,0.047741855,0.014308386
Copia.32_Mad.I,0.333333333,0.807196617,0.4,0.123890254,0.192982456,0.821093344,0.695652174,8.10E-05,0.000377185,0.981558183
Copia.32_MN.I,1.833333333,0.620271239,2.566666667,0.264667869,2.350877193,0.943791112,3.47826087,5.89E-07,0.015648856,0.279802103
Copia.32_NN.I,NA,NA,0.133333333,0.97223973,0.070175439,0.583864388,0.304347826,0.090977577,-0.008622589,0.56267499
Copia.32_Pru.I,1.333333333,0.748860461,2.033333333,0.035990643,1.789473684,0.587377881,2.52173913,4.13E-07,0.031893862,0.02451153
Copia.32_PX.I,0.333333333,0.741088113,0.466666667,0.952190321,0.456140351,0.991463865,0.913043478,5.86E-08,0.014482649,0.31007658
Copia.32_RC.I,1,0.774994426,1.2,0.032004936,0.842105263,0.965402671,1.739130435,4.40E-08,0.010316404,0.480721597
